Vin_0,Vin_1,Output
1.5426520711736778,1.497736956657773,INDEFINIDO
1.5940941946318796,4.532032220514202,INDEFINIDO
0.32508054084348764,1.2891071652100023,LOW
1.027585360927145,0.4388413997539169,LOW
1.2369317540853466,0.46168493206993916,LOW
3.761884914959728,0.19412828286161657,HIGH
1.9378384904212311,3.00307465132371,INDEFINIDO
1.972713716445369,2.9407463669928164,INDEFINIDO
2.3491305495159005,4.266723739012717,HIGH
1.5566639560993951,4.305835757537897,INDEFINIDO
2.244715028576898,0.2948617272568286,HIGH
0.32503244247692054,0.013465152921027101,LOW
0.933420143711258,0.45207506885604337,LOW
0.5879603166701416,1.1123409394730586,LOW
1.4996292281947405,3.5513740161009046,INDEFINIDO
0.2714373198420517,1.712905850584259,INDEFINIDO
3.2305607504470855,2.9585580651498624,HIGH
4.370178416849116,3.6542025173963832,HIGH
1.5821447760041563,2.0885749663202064,INDEFINIDO
0.008849701301145685,1.8097588078769866,INDEFINIDO
1.1730287664983305,2.7398223456199444,HIGH
0.23515595750311186,1.476306190422699,INDEFINIDO
0.8366701614141203,3.0733089486126763,HIGH
0.753612551437823,1.1966444185206848,LOW
1.1044136100069573,3.8649273380130835,HIGH
2.7004796677768494,0.656992461987591,HIGH
1.2568268705380305,0.6043871406808824,LOW
0.6884390201834713,0.43596155077444354,LOW
2.904779578351897,2.6885211602322503,HIGH
1.6436480892499192,3.771273990391277,INDEFINIDO
1.3874185619520756,4.995514173941761,INDEFINIDO
0.7848457493946107,0.029541218145408443,LOW
0.3492845839073319,0.07258868466674459,LOW
0.20062992825897022,3.13062833658958,HIGH
3.878905242985714,2.6118545352338955,HIGH
1.8442485247275573,1.6198060759295247,INDEFINIDO
0.17158555801611397,3.954161043836213,HIGH
0.5479652760487501,2.1796466136940102,HIGH
4.520418498283087,1.2942244992221525,HIGH
1.4434123582346652,3.7071283940961925,INDEFINIDO
0.6331218327478193,1.3898505892915975,INDEFINIDO
4.95463052793928,3.265019018194792,HIGH
0.7684051725822725,3.5139455118858196,HIGH
3.1101797519693686,4.318790518126455,HIGH
0.3739457140541392,0.6415331021255944,LOW
0.18319409365767325,1.8696596072119365,INDEFINIDO
1.5676180826796187,1.66575270059831,INDEFINIDO
0.5213983417185629,1.3669323514830962,INDEFINIDO
1.5858190211564778,1.3386267955658098,INDEFINIDO
0.20793527118459051,0.00437916141419894,LOW
1.1739660706200241,0.6555640655890892,LOW
3.2726608986822283,0.07303268326570428,HIGH
1.99614335133283,3.3263265400202524,INDEFINIDO
2.1530330415898353,2.691450754960602,HIGH
4.628266984687018,4.109834000970093,HIGH
1.6764979089623182,1.866287737320592,INDEFINIDO
2.851585659036184,0.40945521879119495,HIGH
1.6996720565503887,3.714418251527996,INDEFINIDO
1.2816354066885358,2.1947355020626222,HIGH
2.675098301182226,2.0507256879250213,HIGH
1.9291057717343134,2.4960240585046627,INDEFINIDO
4.830003111155875,3.0552885833510057,HIGH
4.0110981517437,1.0300107538422598,HIGH
2.7530051242239995,1.2098167904573314,HIGH
0.2775508894992608,3.3387553266156065,HIGH
1.785335768807613,3.9328597301868884,INDEFINIDO
0.10136851142165641,1.0573066317067525,LOW
4.298680413810599,3.436734508783652,HIGH
3.2441656122276576,0.5507195999218304,HIGH
0.41253900388916565,2.0935642883446377,HIGH
0.52871045003027,1.9327721797279342,INDEFINIDO
0.812393201488059,2.7960190566711893,HIGH
0.41929452940832174,4.596285841434936,HIGH
4.569108002771702,1.1539928037198268,HIGH
3.1649023270907173,2.82741072514305,HIGH
4.998611143698898,0.3275530938934326,HIGH
4.54942867204677,3.9125503014024168,HIGH
1.6346532105810334,3.4492923810211744,INDEFINIDO
3.3440089273880718,4.719644034291505,HIGH
1.4375984110083702,2.5458446905391767,INDEFINIDO
1.2161830169942303,0.5495551991557655,LOW
0.39719725141664886,0.39895153212535583,LOW
1.9762277875347753,1.7007086438540167,INDEFINIDO
2.806007590018433,0.7221848090860775,HIGH
1.89240341924243,2.19679793541604,INDEFINIDO
1.2163941791672712,1.0057613088723185,LOW
1.0738479748053027,1.3590138456517789,INDEFINIDO
1.006541830854129,2.2337775677827976,HIGH
1.446983029337468,4.105698656572151,INDEFINIDO
1.5493310185386429,4.061695118642983,INDEFINIDO
1.380667588957567,4.285708214736819,INDEFINIDO
2.428718583743249,2.233619734076049,HIGH
1.6366434129012974,3.6151680561063015,INDEFINIDO
3.737582542482496,0.9623854213583203,HIGH
1.8722427076729555,1.9103473203594254,INDEFINIDO
2.1350209753748173,4.714283402501076,HIGH
1.3985452537615066,3.90235892244377,INDEFINIDO
0.4697437962833136,2.7881029367695147,HIGH
4.79316290104794,4.4328253219101175,HIGH
1.6843891553957744,3.2729994546503214,INDEFINIDO
0.5288062396057077,1.3602921788531621,INDEFINIDO
0.832001438776555,1.9171681073393225,INDEFINIDO
4.5757002379309135,2.408004002394571,HIGH
1.2183089701085568,1.4715615286598198,INDEFINIDO
0.5687668236417954,1.8833291343831065,INDEFINIDO
0.2495052782361328,3.571628465762653,HIGH
2.53313898942325,2.9996730741912807,HIGH
4.177279457062672,3.501685849830992,HIGH
3.8869094894847893,3.14954744944776,HIGH
0.3625338735261705,1.0676454978931214,LOW
1.8484821942519807,1.8761372632012807,INDEFINIDO
1.609714482650488,4.821017120757455,INDEFINIDO
3.2492594975867295,1.0767585064984575,HIGH
0.7777091097802763,1.2125770996874108,LOW
2.5308129490376454,0.9765812247802224,HIGH
0.3183317155945272,1.9674091767173643,INDEFINIDO
0.2791781682600186,1.739173031041314,INDEFINIDO
0.24621380964280845,1.6560737220550696,INDEFINIDO
1.5638802513121997,3.3708770501160816,INDEFINIDO
1.9414943187085458,4.0322082561360375,INDEFINIDO
0.7933427737368969,1.4269795357046982,INDEFINIDO
3.4745954684370246,3.573989483790462,HIGH
0.14559969443592988,1.931864383797837,INDEFINIDO
0.8885056070431656,1.268106933576614,LOW
3.134921060467133,3.298435886763377,HIGH
0.2283659386107039,0.7583199286211851,LOW
0.48520806715062526,4.483698576394718,HIGH
1.0446310856906305,0.04115584022525436,LOW
0.28300237864048083,2.9703296393765397,HIGH
0.8306252546608132,1.3699524822708133,INDEFINIDO
0.25219221704629746,1.5087560089570613,INDEFINIDO
0.033222801965405724,4.140452928225807,HIGH
2.124194194410574,4.6080734662909535,HIGH
3.635572875789656,1.1476230428968186,HIGH
1.7342280630756552,2.979712874871349,INDEFINIDO
0.4076699322235645,1.6931114601974602,INDEFINIDO
0.3913022402227988,0.7616038179832983,LOW
0.7746804340105068,1.6306340967739354,INDEFINIDO
1.1819432392846418,2.999288370129393,HIGH
1.4045667247398927,1.816985113570152,INDEFINIDO
1.4628300376068089,4.935691753225502,INDEFINIDO
2.0085655223624963,0.03105997177477582,HIGH
0.7199823580135426,0.6511012923239574,LOW
1.3379912725116994,1.8798120393195765,INDEFINIDO
3.6925995189369822,0.0705994152695447,HIGH
3.027004339138201,3.088745789565849,HIGH
2.2462266032874902,3.4578908352423454,HIGH
1.197767973983433,3.920190507527856,HIGH
1.0801327587807663,3.686712996242692,HIGH
0.39770697926370263,1.8929912618235207,INDEFINIDO
0.06445576989007999,1.2379898275423034,LOW
2.635020136615789,3.9826090226492203,HIGH
0.9411965997225713,0.3377341954684681,LOW
1.4947517675313873,4.895871685223566,INDEFINIDO
1.5702927705355174,1.919641272380018,INDEFINIDO
1.8499833149984117,1.3127711376478028,INDEFINIDO
4.480766105286089,0.6199968668159469,HIGH
0.1615620797188714,2.5919834744132584,HIGH
1.7814560736460154,1.3396253903113,INDEFINIDO
3.6279270299487516,2.1289979581546055,HIGH
4.446141297779012,0.49558290856584253,HIGH
1.7576478822914177,1.6442030476743523,INDEFINIDO
1.7293363570107008,1.4616999409667484,INDEFINIDO
1.4070856156497629,4.365142380737671,INDEFINIDO
0.8164270492727655,4.6638555955121515,HIGH
2.579625241263677,0.8039515399319257,HIGH
0.14959537779375634,1.5536143997432725,INDEFINIDO
0.71929777898186,1.955471998250287,INDEFINIDO
4.706602724683174,4.74334852693546,HIGH
1.6103227105328448,1.3809753537829677,INDEFINIDO
0.7326979739121561,1.4501069804991435,INDEFINIDO
4.274626590772549,4.621341116597008,HIGH
4.044810146424897,0.9063532470449904,HIGH
1.8960156146419394,3.490191601057049,INDEFINIDO
0.403702130884107,4.871318084833856,HIGH
0.6859082961077959,4.3555117823687475,HIGH
4.874389604952274,0.6737039684064154,HIGH
1.302816658270153,1.4450588110769704,INDEFINIDO
