Vin_0,Vin_1,Output
3.3402338126533353,0.3193012315265013,HIGH
0.19521087580122726,1.6902962943215505,INDEFINIDO
2.574277185481101,4.667772821802134,HIGH
1.1977017661739353,0.04656763331270908,LOW
1.8328760059140463,1.3180835031068996,INDEFINIDO
0.9589173819492067,0.9155173521475961,LOW
0.26349926170345706,1.2655535367120252,LOW
1.3997823310015889,2.2872949301071506,INDEFINIDO
0.9023600182972489,1.424867622057784,INDEFINIDO
4.703041881775654,2.9757304485608405,HIGH
0.9143532721931101,3.2711349730544255,HIGH
3.391887403630267,3.6330441481141973,HIGH
1.0250751505970448,0.5162594769368681,LOW
4.050982860056031,3.9900481684502425,HIGH
0.25155726591601435,1.395031694159559,INDEFINIDO
1.5307430974094212,3.00949851654665,INDEFINIDO
1.4932924419116742,4.841971319383414,INDEFINIDO
3.8821499379605253,2.274314001875732,HIGH
3.19442555817543,0.6631048413179578,HIGH
0.5186918097751231,1.150010800503853,LOW
3.664271453699116,4.432959486530877,HIGH
1.476801174059355,1.585601012314366,INDEFINIDO
0.361496823148169,4.559340141241499,HIGH
1.0400513874177193,0.8854766431303741,LOW
0.4889240649513446,0.016700923901511813,LOW
0.8570909295027769,3.170304938311914,HIGH
0.6698501276390262,1.7203379130717107,INDEFINIDO
2.1793864579253617,3.565178477490092,HIGH
1.7094409070590153,4.305194539134219,INDEFINIDO
3.5659676470216684,4.0552646781650115,HIGH
2.910884760525459,4.857495412320589,HIGH
1.956782728984379,1.5410381503078883,INDEFINIDO
1.1314683233905858,1.858792696299116,INDEFINIDO
1.2528194151677776,1.8150354326167262,INDEFINIDO
4.539093946014847,2.8052007204281315,HIGH
0.27219125234609787,1.319822476034022,INDEFINIDO
0.10686446035203731,1.35367721731429,INDEFINIDO
0.5734583293736616,0.07602392172844401,LOW
4.96326922308559,0.45503456890399113,HIGH
1.8307137273169194,4.31349382535908,INDEFINIDO
1.6625860244980022,3.8498899959363264,INDEFINIDO
3.251866490130759,2.314934413461077,HIGH
4.751120033706767,0.29620600754887827,HIGH
4.950342058181462,0.8172517303806159,HIGH
2.8241419373684664,1.226342191632912,HIGH
2.6781283487856573,2.779347278966774,HIGH
0.3956264907504052,1.8975512381900432,INDEFINIDO
1.642839930976476,1.9687200600300583,INDEFINIDO
3.0434793017799335,3.382124376353487,HIGH
0.42669358695326426,0.2848754496806518,LOW
0.6973709596935378,4.010080985083606,HIGH
4.106941954154278,1.053235274342536,HIGH
0.2654033410982423,0.08658655661232627,LOW
0.21082374874291152,2.616528749901498,HIGH
2.0053581534872853,3.4877854411697897,HIGH
4.93475273426394,4.6754202669149,HIGH
1.5239362307455588,1.7702929886390542,INDEFINIDO
1.7749282315935617,4.9907396193579245,INDEFINIDO
2.170461133239635,2.8037280177220603,HIGH
0.7598838498347693,1.9893508830465783,INDEFINIDO
1.2681096452162988,1.8286884610924665,INDEFINIDO
0.8712670031300542,2.441406853125113,HIGH
0.9292853852635606,1.458532149544824,INDEFINIDO
3.9504330068717497,3.693582075462097,HIGH
4.76400148480705,0.13712480181902437,HIGH
1.0268206585998787,0.576811067153713,LOW
1.4185616500724274,3.5361620901496655,INDEFINIDO
1.1489915177319017,1.6828720336695608,INDEFINIDO
1.4702996334173783,2.5756156246138997,INDEFINIDO
2.292563254060992,4.3070772005004905,HIGH
1.605961712609535,2.5878294987734507,INDEFINIDO
3.8289158286975624,4.619459107109368,HIGH
0.8018133810389909,1.6994150501529228,INDEFINIDO
2.774996733526894,0.23806873365526646,HIGH
1.1535461315825968,1.9222812637351958,INDEFINIDO
3.2611128964940486,4.648323302754037,HIGH
1.9338459024074577,1.5281272872320157,INDEFINIDO
3.18802673560658,3.663860577082976,HIGH
2.305858352555598,0.7980767586444342,HIGH
0.3971103381870695,3.6838417303707027,HIGH
3.9828204323669834,3.1740857788314787,HIGH
3.4887628885839046,0.41822059303117914,HIGH
3.9176731951348294,0.888530020036035,HIGH
3.4688234595297534,0.6926851629830526,HIGH
1.7759882234668423,1.6729758243612356,INDEFINIDO
1.0421827873682197,3.5802059097162258,HIGH
0.8797429978402677,1.7409858172049297,INDEFINIDO
0.0032671785450429035,2.868863469954222,HIGH
4.1470552142231885,0.9996397931465535,HIGH
0.5912493080753315,1.8976234031288,INDEFINIDO
1.4683936046904127,4.0239955684044615,INDEFINIDO
0.3690793062858984,1.7287447241046616,INDEFINIDO
1.4783062489913148,1.432960084807662,INDEFINIDO
0.03309020850304114,1.9707488070894268,INDEFINIDO
1.8193749708805957,1.7629501057671366,INDEFINIDO
3.94848983300665,0.06243442702181582,HIGH
1.7271736708859138,1.8197309477754573,INDEFINIDO
1.1904333747542928,1.856625222184897,INDEFINIDO
1.4995948520189648,1.7857256326187958,INDEFINIDO
2.163154348998117,0.43446336744094394,HIGH
1.6440753735203035,3.8125149425926925,INDEFINIDO
0.5606917865308421,1.8811404604064599,INDEFINIDO
1.300245875199702,4.454735145170064,INDEFINIDO
3.143211329731562,0.9007777236636866,HIGH
0.5739243606518595,0.6663452393853094,LOW
